sample_size,population_full,methodology,candidate_name,candidate_party,pct
1021,lv,Online,Joseph R. Biden Jr.,DEM,39.0
1021,lv,Online,Donald Trump,REP,52.0
4125,rv,Online,Joseph R. Biden Jr.,DEM,47.0
4125,rv,Online,Donald Trump,REP,45.0
4000,rv,IVR/Text,Joseph R. Biden Jr.,DEM,34.0
4000,rv,IVR/Text,Donald Trump,REP,55.0
25372,rv,Online,Joseph R. Biden Jr.,DEM,45.0
25372,rv,Online,Donald Trump,REP,42.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,49.67
600,lv,Live Phone,Donald Trump,REP,43.33
1002,lv,Online,Joseph R. Biden Jr.,DEM,49.0
1002,lv,Online,Donald Trump,REP,45.0
947,a,Online,Joseph R. Biden Jr.,DEM,44.9
947,a,Online,Donald Trump,REP,32.4
814,lv,Online,Joseph R. Biden Jr.,DEM,52.8
814,lv,Online,Donald Trump,REP,43.3
508,lv,Live Phone,Joseph R. Biden Jr.,DEM,38.1
508,lv,Live Phone,Donald Trump,REP,48.7
600,lv,IVR/Live Phone,Joseph R. Biden Jr.,DEM,52.0
600,lv,IVR/Live Phone,Donald Trump,REP,43.0
303,lv,Online,Joseph R. Biden Jr.,DEM,50.0
303,lv,Online,Donald Trump,REP,41.0
301,lv,Online,Joseph R. Biden Jr.,DEM,48.0
301,lv,Online,Donald Trump,REP,47.0
663,lv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
663,lv,Live Phone,Donald Trump,REP,41.0
959,rv,Online,Joseph R. Biden Jr.,DEM,43.0
959,rv,Online,Donald Trump,REP,37.0
1139,rv,Online,Joseph R. Biden Jr.,DEM,49.0
1139,rv,Online,Donald Trump,REP,40.0
1144,rv,Online,Bernard Sanders,DEM,47.0
1144,rv,Online,Donald Trump,REP,41.0
1147,rv,Online,Joseph R. Biden Jr.,DEM,48.0
1147,rv,Online,Donald Trump,REP,42.0
1147,rv,Online,Bernard Sanders,DEM,48.0
1147,rv,Online,Donald Trump,REP,42.0
500,lv,Live Phone,Joseph R. Biden Jr.,DEM,42.0
500,lv,Live Phone,Donald Trump,REP,49.0
500,lv,Live Phone,Bernard Sanders,DEM,40.0
500,lv,Live Phone,Donald Trump,REP,50.0
1107,rv,Live Phone,Joseph R. Biden Jr.,DEM,42.0
1107,rv,Live Phone,Donald Trump,REP,42.0
743,rv,Live Phone,Joseph R. Biden Jr.,DEM,48.0
743,rv,Live Phone,Donald Trump,REP,44.0
3932,a,Online,Joseph R. Biden Jr.,DEM,42.28
3932,a,Online,Donald Trump,REP,37.28
3168,rv,Online,Joseph R. Biden Jr.,DEM,46.81
3168,rv,Online,Donald Trump,REP,40.95
875,rv,Live Phone,Joseph R. Biden Jr.,DEM,53.0
875,rv,Live Phone,Donald Trump,REP,42.0
604,rv,Live Phone,Joseph R. Biden Jr.,DEM,44.0
604,rv,Live Phone,Donald Trump,REP,39.0
2077,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
2077,rv,Live Phone,Donald Trump,REP,41.0
473,rv,Online,Joseph R. Biden Jr.,DEM,52.0
473,rv,Online,Donald Trump,REP,39.0
1003,rv,Online,Joseph R. Biden Jr.,DEM,50.0
1003,rv,Online,Donald Trump,REP,43.0
15493,rv,Online,Joseph R. Biden Jr.,DEM,46.0
15493,rv,Online,Donald Trump,REP,42.0
15493,rv,Online,Bernard Sanders,DEM,45.0
15493,rv,Online,Donald Trump,REP,43.0
3244,rv,Online,Joseph R. Biden Jr.,DEM,46.0
3244,rv,Online,Donald Trump,REP,40.0
1124,a,Online,Joseph R. Biden Jr.,DEM,43.3
1124,a,Online,Donald Trump,REP,34.8
937,lv,Online,Joseph R. Biden Jr.,DEM,50.2
937,lv,Online,Donald Trump,REP,43.8
1000,a,Online,Joseph R. Biden Jr.,DEM,45.0
1000,a,Online,Donald Trump,REP,40.0
1200,lv,Online,Joseph R. Biden Jr.,DEM,43.0
1200,lv,Online,Donald Trump,REP,45.0
1200,lv,Online,Bernard Sanders,DEM,46.0
1200,lv,Online,Donald Trump,REP,44.0
1000,a,Live Phone/Online,Joseph R. Biden Jr.,DEM,47.3
1000,a,Live Phone/Online,Donald Trump,REP,34.1
1000,a,Live Phone/Online,Bernard Sanders,DEM,47.8
1000,a,Live Phone/Online,Donald Trump,REP,36.7
1019,v,IVR/Text,Joseph R. Biden Jr.,DEM,48.0
1019,v,IVR/Text,Donald Trump,REP,45.0
1035,lv,IVR/Live Phone,Joseph R. Biden Jr.,DEM,46.0
1035,lv,IVR/Live Phone,Donald Trump,REP,48.0
602,lv,IVR,Joseph R. Biden Jr.,DEM,45.81
602,lv,IVR,Donald Trump,REP,46.12
980,rv,Online,Joseph R. Biden Jr.,DEM,47.0
980,rv,Online,Donald Trump,REP,41.0
980,rv,Online,Bernard Sanders,DEM,43.0
980,rv,Online,Donald Trump,REP,42.0
930,rv,Online,Joseph R. Biden Jr.,DEM,46.0
930,rv,Online,Donald Trump,REP,40.0
1194,rv,Online,Joseph R. Biden Jr.,DEM,46.0
1194,rv,Online,Donald Trump,REP,42.0
1194,rv,Online,Bernard Sanders,DEM,45.0
1194,rv,Online,Donald Trump,REP,44.0
777,lv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
777,lv,Live Phone,Donald Trump,REP,43.0
777,lv,Live Phone,Bernard Sanders,DEM,43.0
777,lv,Live Phone,Donald Trump,REP,44.0
1266,lv,Online,Joseph R. Biden Jr.,DEM,41.0
1266,lv,Online,Donald Trump,REP,46.0
962,v,IVR,Joseph R. Biden Jr.,DEM,67.0
962,v,IVR,Donald Trump,REP,29.0
813,rv,Live Phone,Joseph R. Biden Jr.,DEM,48.0
813,rv,Live Phone,Donald Trump,REP,45.0
813,rv,Live Phone,Bernard Sanders,DEM,45.0
813,rv,Live Phone,Donald Trump,REP,47.0
17323,rv,Online,Joseph R. Biden Jr.,DEM,46.0
17323,rv,Online,Donald Trump,REP,42.0
17323,rv,Online,Bernard Sanders,DEM,45.0
17323,rv,Online,Donald Trump,REP,43.0
1000,rv,IVR/Online,Joseph R. Biden Jr.,DEM,45.0
1000,rv,IVR/Online,Donald Trump,REP,40.0
1845,lv,Online,Joseph R. Biden Jr.,DEM,49.0
1845,lv,Online,Donald Trump,REP,43.0
1845,lv,Online,Joseph R. Biden Jr.,DEM,48.0
1845,lv,Online,Mike Pence,REP,41.0
1187,a,Online,Joseph R. Biden Jr.,DEM,43.2
1187,a,Online,Donald Trump,REP,35.0
1032,lv,Online,Joseph R. Biden Jr.,DEM,51.1
1032,lv,Online,Donald Trump,REP,42.8
1169,rv,Online,Joseph R. Biden Jr.,DEM,46.0
1169,rv,Online,Donald Trump,REP,40.0
1168,rv,Online,Bernard Sanders,DEM,45.0
1168,rv,Online,Donald Trump,REP,41.0
1209,rv,Online,Joseph R. Biden Jr.,DEM,55.0
1209,rv,Online,Donald Trump,REP,45.0
1201,rv,Online,Bernard Sanders,DEM,53.0
1201,rv,Online,Donald Trump,REP,47.0
889,lv,Online,Joseph R. Biden Jr.,DEM,46.0
889,lv,Online,Donald Trump,REP,45.0
566,rv,Live Phone,Joseph R. Biden Jr.,DEM,58.0
566,rv,Live Phone,Donald Trump,REP,33.0
1003,a,Live Phone,Joseph R. Biden Jr.,DEM,50.0
1003,a,Live Phone,Donald Trump,REP,44.0
845,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
845,rv,Live Phone,Donald Trump,REP,47.0
997,rv,Online,Joseph R. Biden Jr.,DEM,47.3
997,rv,Online,Donald Trump,REP,42.2
997,rv,Online,Bernard Sanders,DEM,45.0
997,rv,Online,Donald Trump,REP,42.3
1025,rv,Online,Joseph R. Biden Jr.,DEM,42.9
1025,rv,Online,Donald Trump,REP,47.2
1025,rv,Online,Bernard Sanders,DEM,41.4
1025,rv,Online,Donald Trump,REP,46.8
973,rv,Online,Joseph R. Biden Jr.,DEM,44.5
973,rv,Online,Donald Trump,REP,46.5
973,rv,Online,Bernard Sanders,DEM,42.1
973,rv,Online,Donald Trump,REP,47.6
822,rv,Online,Joseph R. Biden Jr.,DEM,44.9
822,rv,Online,Donald Trump,REP,44.8
822,rv,Online,Bernard Sanders,DEM,42.0
822,rv,Online,Donald Trump,REP,45.8
1170,rv,Online,Joseph R. Biden Jr.,DEM,46.0
1170,rv,Online,Donald Trump,REP,42.0
1170,rv,Online,Bernard Sanders,DEM,46.0
1170,rv,Online,Donald Trump,REP,44.0
1011,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
1011,rv,Live Phone,Donald Trump,REP,40.0
1000,rv,Online,Joseph R. Biden Jr.,DEM,50.0
1000,rv,Online,Donald Trump,REP,41.0
1000,rv,Online,Bernard Sanders,DEM,47.0
1000,rv,Online,Donald Trump,REP,43.0
1000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
1000,lv,Online,Donald Trump,REP,41.0
4428,a,Online,Joseph R. Biden Jr.,DEM,42.0
4428,a,Online,Donald Trump,REP,36.0
4428,a,Online,Bernard Sanders,DEM,40.0
4428,a,Online,Donald Trump,REP,37.0
3763,rv,Online,Joseph R. Biden Jr.,DEM,46.0
3763,rv,Online,Donald Trump,REP,39.0
10357,a,Online,Joseph R. Biden Jr.,DEM,48.0
10357,a,Online,Donald Trump,REP,36.0
10357,a,Online,Bernard Sanders,DEM,47.0
10357,a,Online,Donald Trump,REP,39.0
1500,lv,Online,Joseph R. Biden Jr.,DEM,49.0
1500,lv,Online,Donald Trump,REP,41.0
1500,lv,Online,Bernard Sanders,DEM,49.0
1500,lv,Online,Donald Trump,REP,42.0
754,rv,Live Phone,Joseph R. Biden Jr.,DEM,48.0
754,rv,Live Phone,Donald Trump,REP,45.0
18136,rv,Online,Joseph R. Biden Jr.,DEM,47.0
18136,rv,Online,Donald Trump,REP,42.0
18136,rv,Online,Bernard Sanders,DEM,46.0
18136,rv,Online,Donald Trump,REP,42.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,46.67
600,lv,Live Phone,Donald Trump,REP,47.17
600,lv,Live Phone,Bernard Sanders,DEM,43.83
600,lv,Live Phone,Donald Trump,REP,49.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,44.0
600,lv,Live Phone,Donald Trump,REP,41.0
1100,rv,IVR/Online,Joseph R. Biden Jr.,DEM,53.09
1100,rv,IVR/Online,Donald Trump,REP,46.91
1100,rv,IVR/Online,Bernard Sanders,DEM,53.21
1100,rv,IVR/Online,Donald Trump,REP,46.79
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,46.5
600,lv,Live Phone,Donald Trump,REP,49.17
600,lv,Live Phone,Bernard Sanders,DEM,43.83
600,lv,Live Phone,Donald Trump,REP,50.83
1129,rv,Online,Joseph R. Biden Jr.,DEM,48.0
1129,rv,Online,Donald Trump,REP,41.0
1129,rv,Online,Bernard Sanders,DEM,48.0
1129,rv,Online,Donald Trump,REP,41.0
1100,rv,Online,Bernard Sanders,DEM,40.5
1100,rv,Online,Donald Trump,REP,48.4
1100,rv,Online,Joseph R. Biden Jr.,DEM,45.4
1100,rv,Online,Donald Trump,REP,44.9
1116,a,Online,Joseph R. Biden Jr.,DEM,41.0
1116,a,Online,Donald Trump,REP,35.0
955,rv,Online,Joseph R. Biden Jr.,DEM,46.0
955,rv,Online,Donald Trump,REP,37.0
1116,a,Online,Bernard Sanders,DEM,42.0
1116,a,Online,Donald Trump,REP,37.0
955,rv,Online,Bernard Sanders,DEM,45.0
955,rv,Online,Donald Trump,REP,39.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,51.83
600,lv,Live Phone,Donald Trump,REP,44.67
600,lv,Live Phone,Bernard Sanders,DEM,50.67
600,lv,Live Phone,Donald Trump,REP,45.17
1000,rv,Online,Joseph R. Biden Jr.,DEM,47.0
1000,rv,Online,Donald Trump,REP,43.0
1000,rv,Online,Bernard Sanders,DEM,45.0
1000,rv,Online,Donald Trump,REP,45.0
1015,rv,Online,Joseph R. Biden Jr.,DEM,51.0
1015,rv,Online,Donald Trump,REP,43.0
9979,rv,Online,Joseph R. Biden Jr.,DEM,48.0
9979,rv,Online,Donald Trump,REP,42.0
9979,rv,Online,Bernard Sanders,DEM,47.0
9979,rv,Online,Donald Trump,REP,42.0
2523,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
2523,rv,Live Phone,Donald Trump,REP,46.0
2523,rv,Live Phone,Bernard Sanders,DEM,45.0
2523,rv,Live Phone,Donald Trump,REP,48.0
847,rv,Live Phone,Joseph R. Biden Jr.,DEM,46.0
847,rv,Live Phone,Donald Trump,REP,43.0
847,rv,Live Phone,Bernard Sanders,DEM,43.0
847,rv,Live Phone,Donald Trump,REP,44.0
900,rv,Live Phone,Joseph R. Biden Jr.,DEM,52.0
900,rv,Live Phone,Donald Trump,REP,43.0
900,rv,Live Phone,Bernard Sanders,DEM,49.0
900,rv,Live Phone,Donald Trump,REP,45.0
1710,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
1710,rv,Live Phone,Donald Trump,REP,45.0
1710,rv,Live Phone,Bernard Sanders,DEM,48.0
1710,rv,Live Phone,Donald Trump,REP,46.0
1071,rv,Live Phone/Online/Text,Joseph R. Biden Jr.,DEM,45.0
1071,rv,Live Phone/Online/Text,Donald Trump,REP,48.0
1071,rv,Live Phone/Online/Text,Bernard Sanders,DEM,42.0
1071,rv,Live Phone/Online/Text,Donald Trump,REP,49.0
1500,lv,Online,Joseph R. Biden Jr.,DEM,50.6
1500,lv,Online,Donald Trump,REP,49.4
1500,lv,Online,Bernard Sanders,DEM,50.1
1500,lv,Online,Donald Trump,REP,49.9
1000,a,Live Phone/Online,Joseph R. Biden Jr.,DEM,51.9
1000,a,Live Phone/Online,Donald Trump,REP,35.6
1000,a,Live Phone/Online,Bernard Sanders,DEM,49.6
1000,a,Live Phone/Online,Donald Trump,REP,38.0
1727,v,IVR/Text,Joseph R. Biden Jr.,DEM,48.0
1727,v,IVR/Text,Donald Trump,REP,45.0
1727,v,IVR/Text,Bernard Sanders,DEM,48.0
1727,v,IVR/Text,Donald Trump,REP,46.0
1567,v,IVR/Text,Joseph R. Biden Jr.,DEM,40.0
1567,v,IVR/Text,Donald Trump,REP,52.0
1567,v,IVR/Text,Bernard Sanders,DEM,40.0
1567,v,IVR/Text,Donald Trump,REP,52.0
1240,rv,Online,Joseph R. Biden Jr.,DEM,45.0
1240,rv,Online,Donald Trump,REP,41.0
1242,rv,Online,Bernard Sanders,DEM,45.0
1242,rv,Online,Donald Trump,REP,42.0
1441,rv,Online,Bernard Sanders,DEM,49.0
1441,rv,Online,Donald Trump,REP,46.0
1441,rv,Online,Joseph R. Biden Jr.,DEM,48.0
1441,rv,Online,Donald Trump,REP,46.0
1036,rv,Live Phone/Online/Text,Joseph R. Biden Jr.,DEM,50.0
1036,rv,Live Phone/Online/Text,Donald Trump,REP,42.0
1036,rv,Live Phone/Online/Text,Bernard Sanders,DEM,48.0
1036,rv,Live Phone/Online/Text,Donald Trump,REP,43.0
1191,rv,Online,Joseph R. Biden Jr.,DEM,47.0
1191,rv,Online,Donald Trump,REP,43.0
1191,rv,Online,Bernard Sanders,DEM,47.0
1191,rv,Online,Donald Trump,REP,43.0
1100,rv,Online,Bernard Sanders,DEM,45.5
1100,rv,Online,Donald Trump,REP,43.4
1100,rv,Online,Joseph R. Biden Jr.,DEM,44.1
1100,rv,Online,Donald Trump,REP,45.5
1114,a,Online,Joseph R. Biden Jr.,DEM,39.0
1114,a,Online,Donald Trump,REP,39.0
956,rv,Online,Joseph R. Biden Jr.,DEM,44.0
956,rv,Online,Donald Trump,REP,42.0
1114,a,Online,Bernard Sanders,DEM,40.0
1114,a,Online,Donald Trump,REP,39.0
956,rv,Online,Bernard Sanders,DEM,43.0
956,rv,Online,Donald Trump,REP,42.0
566,rv,Online,Joseph R. Biden Jr.,DEM,45.0
566,rv,Online,Donald Trump,REP,41.0
566,rv,Online,Bernard Sanders,DEM,43.0
566,rv,Online,Donald Trump,REP,42.0
725,rv,Online,Joseph R. Biden Jr.,DEM,46.0
725,rv,Online,Donald Trump,REP,40.0
725,rv,Online,Bernard Sanders,DEM,43.0
725,rv,Online,Donald Trump,REP,41.0
459,rv,Online,Joseph R. Biden Jr.,DEM,44.0
459,rv,Online,Donald Trump,REP,42.0
459,rv,Online,Bernard Sanders,DEM,46.0
459,rv,Online,Donald Trump,REP,40.0
1000,lv,IVR/Online,Joseph R. Biden Jr.,DEM,48.0
1000,lv,IVR/Online,Donald Trump,REP,42.0
977,rv,Live Phone,Bernard Sanders,DEM,46.0
977,rv,Live Phone,Donald Trump,REP,41.0
977,rv,Live Phone,Joseph R. Biden Jr.,DEM,48.0
977,rv,Live Phone,Donald Trump,REP,41.0
1261,rv,Live Phone,Joseph R. Biden Jr.,DEM,52.0
1261,rv,Live Phone,Donald Trump,REP,41.0
1261,rv,Live Phone,Bernard Sanders,DEM,49.0
1261,rv,Live Phone,Donald Trump,REP,42.0
6112,rv,Online,Joseph R. Biden Jr.,DEM,48.0
6112,rv,Online,Donald Trump,REP,41.0
6112,rv,Online,Bernard Sanders,DEM,47.0
6112,rv,Online,Donald Trump,REP,41.0
500,lv,Live Phone/Online,Joseph R. Biden Jr.,DEM,33.0
500,lv,Live Phone/Online,Donald Trump,REP,57.0
500,lv,Live Phone/Online,Bernard Sanders,DEM,30.0
500,lv,Live Phone/Online,Donald Trump,REP,59.0
550,lv,Live Phone/Text,Joseph R. Biden Jr.,DEM,44.34
550,lv,Live Phone/Text,Donald Trump,REP,46.49
550,lv,Live Phone/Text,Bernard Sanders,DEM,41.17
550,lv,Live Phone/Text,Donald Trump,REP,47.64
533,lv,Live Phone/Text,Joseph R. Biden Jr.,DEM,43.77
533,lv,Live Phone/Text,Donald Trump,REP,45.44
533,lv,Live Phone/Text,Bernard Sanders,DEM,42.4
533,lv,Live Phone/Text,Donald Trump,REP,46.14
502,lv,Live Phone/Text,Joseph R. Biden Jr.,DEM,43.07
502,lv,Live Phone/Text,Donald Trump,REP,44.56
502,lv,Live Phone/Text,Bernard Sanders,DEM,42.33
502,lv,Live Phone/Text,Donald Trump,REP,48.26
1216,rv,IVR/Online,Joseph R. Biden Jr.,DEM,49.4
1216,rv,IVR/Online,Donald Trump,REP,50.6
1216,rv,IVR/Online,Bernard Sanders,DEM,47.3
1216,rv,IVR/Online,Donald Trump,REP,52.7
1084,rv,Live Phone,Joseph R. Biden Jr.,DEM,53.0
1084,rv,Live Phone,Donald Trump,REP,43.0
1084,rv,Live Phone,Bernard Sanders,DEM,52.0
1084,rv,Live Phone,Donald Trump,REP,45.0
992,rv,Online,Joseph R. Biden Jr.,DEM,57.0
992,rv,Online,Donald Trump,REP,34.0
992,rv,Online,Bernard Sanders,DEM,56.0
992,rv,Online,Donald Trump,REP,35.0
992,rv,Online,Elizabeth Warren,DEM,52.0
992,rv,Online,Donald Trump,REP,38.0
400,lv,Live Phone,Joseph R. Biden Jr.,DEM,38.0
400,lv,Live Phone,Donald Trump,REP,55.0
400,lv,Live Phone,Bernard Sanders,DEM,33.0
400,lv,Live Phone,Donald Trump,REP,58.0
667,lv,Live Phone,Joseph R. Biden Jr.,DEM,41.0
667,lv,Live Phone,Donald Trump,REP,51.0
667,lv,Live Phone,Michael Bloomberg,DEM,34.0
667,lv,Live Phone,Donald Trump,REP,53.0
667,lv,Live Phone,Bernard Sanders,DEM,41.0
667,lv,Live Phone,Donald Trump,REP,53.0
667,lv,Live Phone,Elizabeth Warren,DEM,40.0
667,lv,Live Phone,Donald Trump,REP,52.0
600,lv,IVR/Live Phone,Joseph R. Biden Jr.,DEM,49.0
600,lv,IVR/Live Phone,Donald Trump,REP,43.0
600,lv,IVR/Live Phone,Bernard Sanders,DEM,38.0
600,lv,IVR/Live Phone,Donald Trump,REP,45.0
872,v,IVR/Text,Joseph R. Biden Jr.,DEM,52.0
872,v,IVR/Text,Donald Trump,REP,42.0
872,v,IVR/Text,Bernard Sanders,DEM,52.0
872,v,IVR/Text,Donald Trump,REP,42.0
666,v,IVR/Text,Joseph R. Biden Jr.,DEM,48.0
666,v,IVR/Text,Donald Trump,REP,47.0
666,v,IVR/Text,Bernard Sanders,DEM,46.0
666,v,IVR/Text,Donald Trump,REP,47.0
1100,rv,Online,Bernard Sanders,DEM,60.0
1100,rv,Online,Donald Trump,REP,27.7
1100,rv,Online,Elizabeth Warren,DEM,60.0
1100,rv,Online,Donald Trump,REP,27.7
1100,rv,Online,Joseph R. Biden Jr.,DEM,62.1
1100,rv,Online,Donald Trump,REP,26.2
1100,rv,Online,Michael Bloomberg,DEM,50.5
1100,rv,Online,Donald Trump,REP,25.1
1100,rv,Online,Bernard Sanders,DEM,42.5
1100,rv,Online,Donald Trump,REP,48.7
1100,rv,Online,Elizabeth Warren,DEM,39.7
1100,rv,Online,Donald Trump,REP,48.8
1100,rv,Online,Joseph R. Biden Jr.,DEM,42.8
1100,rv,Online,Donald Trump,REP,46.5
1100,rv,Online,Michael Bloomberg,DEM,35.5
1100,rv,Online,Donald Trump,REP,47.8
1117,lv,Live Phone,Joseph R. Biden Jr.,DEM,43.1
1117,lv,Live Phone,Donald Trump,REP,51.4
1117,lv,Live Phone,Bernard Sanders,DEM,40.9
1117,lv,Live Phone,Donald Trump,REP,52.4
1117,lv,Live Phone,Michael Bloomberg,DEM,41.6
1117,lv,Live Phone,Donald Trump,REP,49.7
1117,lv,Live Phone,Elizabeth Warren,DEM,41.6
1117,lv,Live Phone,Donald Trump,REP,51.8
1000,rv,Online,Joseph R. Biden Jr.,DEM,33.0
1000,rv,Online,Donald Trump,REP,50.0
1000,rv,Online,Bernard Sanders,DEM,33.0
1000,rv,Online,Donald Trump,REP,50.0
1000,rv,Online,Elizabeth Warren,DEM,28.0
1000,rv,Online,Donald Trump,REP,50.0
839,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
839,rv,Live Phone,Donald Trump,REP,46.0
839,rv,Live Phone,Bernard Sanders,DEM,49.0
839,rv,Live Phone,Donald Trump,REP,47.0
839,rv,Live Phone,Elizabeth Warren,DEM,48.0
839,rv,Live Phone,Donald Trump,REP,46.0
839,rv,Live Phone,Michael Bloomberg,DEM,48.0
839,rv,Live Phone,Donald Trump,REP,45.0
839,rv,Live Phone,Pete Buttigieg,DEM,48.0
839,rv,Live Phone,Donald Trump,REP,45.0
839,rv,Live Phone,Amy Klobuchar,DEM,46.0
839,rv,Live Phone,Donald Trump,REP,46.0
1288,rv,IVR/Online,Joseph R. Biden Jr.,DEM,48.1
1288,rv,IVR/Online,Donald Trump,REP,45.5
1288,rv,IVR/Online,Bernard Sanders,DEM,43.2
1288,rv,IVR/Online,Donald Trump,REP,47.6
1288,rv,IVR/Online,Michael Bloomberg,DEM,45.4
1288,rv,IVR/Online,Donald Trump,REP,46.4
1288,rv,IVR/Online,Elizabeth Warren,DEM,40.9
1288,rv,IVR/Online,Donald Trump,REP,49.3
1507,rv,Online,Joseph R. Biden Jr.,DEM,59.0
1507,rv,Online,Donald Trump,REP,31.0
1507,rv,Online,Michael Bloomberg,DEM,51.0
1507,rv,Online,Donald Trump,REP,32.0
1507,rv,Online,Pete Buttigieg,DEM,54.0
1507,rv,Online,Donald Trump,REP,33.0
1507,rv,Online,Amy Klobuchar,DEM,54.0
1507,rv,Online,Donald Trump,REP,31.0
1507,rv,Online,Bernard Sanders,DEM,59.0
1507,rv,Online,Donald Trump,REP,31.0
1507,rv,Online,Elizabeth Warren,DEM,57.0
1507,rv,Online,Donald Trump,REP,32.0
625,rv,Live Phone,Joseph R. Biden Jr.,DEM,41.0
625,rv,Live Phone,Donald Trump,REP,56.0
625,rv,Live Phone,Bernard Sanders,DEM,36.0
625,rv,Live Phone,Donald Trump,REP,59.0
654,rv,Online,Michael Bloomberg,DEM,55.0
654,rv,Online,Donald Trump,REP,45.0
643,rv,Online,Bernard Sanders,DEM,54.0
643,rv,Online,Donald Trump,REP,46.0
651,rv,Online,Joseph R. Biden Jr.,DEM,55.0
651,rv,Online,Donald Trump,REP,45.0
644,rv,Online,Elizabeth Warren,DEM,51.0
644,rv,Online,Donald Trump,REP,49.0
1100,rv,Online,Bernard Sanders,DEM,42.4
1100,rv,Online,Donald Trump,REP,48.2
1100,rv,Online,Elizabeth Warren,DEM,40.7
1100,rv,Online,Donald Trump,REP,49.2
1100,rv,Online,Joseph R. Biden Jr.,DEM,41.8
1100,rv,Online,Donald Trump,REP,47.6
1100,rv,Online,Pete Buttigieg,DEM,37.0
1100,rv,Online,Donald Trump,REP,47.9
768,rv,Online,Joseph R. Biden Jr.,DEM,45.0
768,rv,Online,Donald Trump,REP,38.0
768,rv,Online,Bernard Sanders,DEM,44.0
768,rv,Online,Donald Trump,REP,39.0
768,rv,Online,Elizabeth Warren,DEM,42.0
768,rv,Online,Donald Trump,REP,40.0
768,rv,Online,Pete Buttigieg,DEM,41.0
768,rv,Online,Donald Trump,REP,38.0
768,rv,Online,Amy Klobuchar,DEM,39.0
768,rv,Online,Donald Trump,REP,37.0
768,rv,Online,Michael Bloomberg,DEM,43.0
768,rv,Online,Donald Trump,REP,38.0
1662,rv,Online,Bernard Sanders,DEM,48.0
1662,rv,Online,Donald Trump,REP,42.0
1662,rv,Online,Joseph R. Biden Jr.,DEM,50.0
1662,rv,Online,Donald Trump,REP,41.0
1662,rv,Online,Michael Bloomberg,DEM,43.0
1662,rv,Online,Donald Trump,REP,41.0
1662,rv,Online,Pete Buttigieg,DEM,46.0
1662,rv,Online,Donald Trump,REP,43.0
1662,rv,Online,Elizabeth Warren,DEM,47.0
1662,rv,Online,Donald Trump,REP,43.0
1050,lv,IVR,Bernard Sanders,DEM,37.0
1050,lv,IVR,Donald Trump,REP,52.0
1050,lv,IVR,Joseph R. Biden Jr.,DEM,42.0
1050,lv,IVR,Donald Trump,REP,52.0
1050,lv,IVR,Michael Bloomberg,DEM,39.0
1050,lv,IVR,Donald Trump,REP,51.0
1050,lv,IVR,Elizabeth Warren,DEM,35.0
1050,lv,IVR,Donald Trump,REP,53.0
1050,lv,IVR,Pete Buttigieg,DEM,37.0
1050,lv,IVR,Donald Trump,REP,52.0
6117,rv,Online,Bernard Sanders,DEM,47.0
6117,rv,Online,Donald Trump,REP,41.0
6117,rv,Online,Joseph R. Biden Jr.,DEM,46.0
6117,rv,Online,Donald Trump,REP,42.0
6117,rv,Online,Michael Bloomberg,DEM,43.0
6117,rv,Online,Donald Trump,REP,42.0
6117,rv,Online,Pete Buttigieg,DEM,43.0
6117,rv,Online,Donald Trump,REP,42.0
6117,rv,Online,Elizabeth Warren,DEM,42.0
6117,rv,Online,Donald Trump,REP,43.0
2120,rv,Live Phone,Bernard Sanders,DEM,48.0
2120,rv,Live Phone,Donald Trump,REP,46.0
2120,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
2120,rv,Live Phone,Donald Trump,REP,45.0
2409,rv,Live Phone,Bernard Sanders,DEM,45.0
2409,rv,Live Phone,Donald Trump,REP,49.0
2409,rv,Live Phone,Joseph R. Biden Jr.,DEM,45.0
2409,rv,Live Phone,Donald Trump,REP,49.0
1000,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
1000,rv,Live Phone,Donald Trump,REP,41.0
1000,rv,Live Phone,Elizabeth Warren,DEM,46.0
1000,rv,Live Phone,Donald Trump,REP,43.0
1000,rv,Live Phone,Bernard Sanders,DEM,49.0
1000,rv,Live Phone,Donald Trump,REP,42.0
1000,rv,Live Phone,Pete Buttigieg,DEM,45.0
1000,rv,Live Phone,Donald Trump,REP,42.0
1000,rv,Live Phone,Michael Bloomberg,DEM,48.0
1000,rv,Live Phone,Donald Trump,REP,40.0
1000,rv,Live Phone,Amy Klobuchar,DEM,44.0
1000,rv,Live Phone,Donald Trump,REP,43.0
