sample_size,population_full,methodology,end_date,Approve,Disapprove
7010,rv,Online,5/3/2019,46.0,54.0
1000,a,Online,5/2/2019,41.0,53.0
726,rv,Online,5/2/2019,43.0,56.0
1500,lv,IVR/Online,5/2/2019,50.0,47.0
3004,rv,Online,5/2/2019,46.0,54.0
658,rv,IVR,5/1/2019,41.0,56.0
1000,a,Online,5/1/2019,40.0,54.0
735,rv,Online,5/1/2019,43.0,56.0
1536,rv,Online,5/1/2019,46.0,54.0
1000,rv,Live Phone,5/1/2019,38.0,51.0
1500,lv,IVR/Online,5/1/2019,51.0,47.0
3003,rv,Online,5/1/2019,46.0,54.0
900,a,Live Phone,5/1/2019,46.0,51.0
1000,a,Online,4/30/2019,43.0,52.0
732,rv,Online,4/30/2019,45.0,54.0
1004,a,Online,4/30/2019,39.0,56.0
1001,rv,Online,4/30/2019,46.0,54.0
1500,lv,IVR/Online,4/30/2019,50.0,48.0
1000,a,Online,4/30/2019,41.0,52.0
728,rv,Online,4/30/2019,43.0,54.0
3005,rv,Online,4/30/2019,46.0,54.0
1500,a,Online,4/30/2019,42.0,50.0
1073,rv,Online,4/30/2019,44.0,53.0
1024,a,Live Phone,4/30/2019,46.0,50.0
1995,rv,Online,4/29/2019,42.0,54.0
2200,a,Online,4/29/2019,39.0,54.0
1000,a,Online,4/29/2019,45.0,49.0
721,rv,Online,4/29/2019,47.0,51.0
3005,rv,Online,4/29/2019,45.0,55.0
1044,rv,Live Phone,4/29/2019,41.0,55.0
1500,lv,IVR/Online,4/29/2019,49.0,49.0
1017,a,Live Phone,4/29/2019,41.0,53.0
840,rv,Live Phone,4/29/2019,42.0,54.0
1000,a,Online,4/29/2019,41.8,55.1
3000,rv,Online,4/28/2019,45.0,55.0
1007,a,Live Phone,4/28/2019,43.0,52.0
913,rv,Live Phone,4/28/2019,44.0,53.0
1500,lv,IVR/Online,4/28/2019,48.0,49.0
1200,a,Live Phone,4/28/2019,43.0,51.0
1000,a,Online,4/27/2019,40.0,51.0
687,rv,Online,4/27/2019,43.0,55.0
2201,a,Online,4/27/2019,41.0,53.0
3000,rv,Online,4/27/2019,44.0,56.0
1205,lv,Online,4/27/2019,44.0,56.0
1000,a,Online,4/26/2019,42.0,52.0
736,rv,Online,4/26/2019,43.0,55.0
3001,rv,Online,4/26/2019,45.0,55.0
7009,rv,Online,4/26/2019,45.0,55.0
1000,a,Online,4/25/2019,39.0,53.0
784,rv,Online,4/25/2019,42.0,55.0
1500,lv,IVR/Online,4/25/2019,49.0,49.0
3002,rv,Online,4/25/2019,44.0,56.0
1001,a,Live Phone,4/25/2019,39.0,54.0
865,rv,Live Phone,4/25/2019,42.0,54.0
1000,a,Online,4/24/2019,43.0,50.0
707,rv,Online,4/24/2019,46.0,52.0
2201,a,Online,4/24/2019,40.0,55.0
1500,lv,IVR/Online,4/24/2019,50.0,48.0
3005,rv,Online,4/24/2019,45.0,55.0
1000,a,Online,4/23/2019,40.0,52.0
767,rv,Online,4/23/2019,43.0,53.0
1001,rv,Online,4/23/2019,45.0,55.0
1500,lv,IVR/Online,4/23/2019,49.0,49.0
1500,a,Online,4/23/2019,42.0,50.0
1268,rv,Online,4/23/2019,45.0,52.0
3005,rv,Online,4/23/2019,46.0,54.0
4018,a,Online,4/23/2019,40.0,53.0
1000,a,Online,4/22/2019,45.0,48.0
745,rv,Online,4/22/2019,46.0,52.0
3007,rv,Online,4/22/2019,45.0,55.0
1500,lv,IVR/Online,4/22/2019,49.0,49.0
1000,a,Online,4/21/2019,42.0,50.0
768,rv,Online,4/21/2019,44.0,53.0
2200,a,Online,4/21/2019,37.0,57.0
1992,rv,Online,4/21/2019,39.0,57.0
3000,rv,Online,4/21/2019,45.0,55.0
1500,lv,IVR/Online,4/21/2019,47.0,51.0
2201,a,Online,4/21/2019,39.0,55.0
1000,a,Online,4/20/2019,41.0,52.0
736,rv,Online,4/20/2019,43.0,54.0
1100,a,Live Phone,4/20/2019,39.0,57.0
993,rv,Live Phone,4/20/2019,40.0,57.0
3000,rv,Online,4/20/2019,45.0,55.0
2200,a,Online,4/20/2019,38.0,57.0
1005,a,Online,4/19/2019,37.0,56.0
1000,a,Online,4/19/2019,40.0,51.0
771,rv,Online,4/19/2019,43.0,54.0
1004,rv,Online,4/19/2019,47.0,53.0
3009,rv,Online,4/19/2019,46.0,54.0
7016,rv,Online,4/19/2019,45.0,55.0
1000,a,Online,4/18/2019,41.0,51.0
758,rv,Online,4/18/2019,44.0,53.0
1500,lv,IVR/Online,4/18/2019,49.0,51.0
3005,rv,Online,4/18/2019,46.0,54.0
1000,a,Online,4/17/2019,42.0,50.0
736,rv,Online,4/17/2019,44.0,53.0
1939,rv,Online,4/17/2019,45.0,54.0
1500,lv,IVR/Online,4/17/2019,50.0,50.0
3003,rv,Online,4/17/2019,46.0,54.0
1000,a,Online,4/16/2019,43.0,51.0
810,rv,Online,4/16/2019,45.0,53.0
1000,rv,Online,4/16/2019,46.0,54.0
1006,a,Online,4/16/2019,40.0,56.0
1000,rv,Live Phone,4/16/2019,40.0,51.0
1500,lv,IVR/Online,4/16/2019,52.0,48.0
1005,rv,Live Phone,4/16/2019,45.0,51.0
3006,rv,Online,4/16/2019,45.0,55.0
1500,a,Online,4/16/2019,41.0,50.0
1186,rv,Online,4/16/2019,43.0,53.0
1203,a,Live Phone,4/16/2019,41.0,55.0
1000,a,Online,4/15/2019,41.0,50.0
802,rv,Online,4/15/2019,44.0,54.0
3007,rv,Online,4/15/2019,44.0,56.0
1500,lv,IVR/Online,4/15/2019,52.0,48.0
801,a,Live Phone,4/15/2019,40.0,54.0
711,rv,Live Phone,4/15/2019,40.0,54.0
2205,a,Online,4/15/2019,42.0,52.0
5165,a,Online,4/15/2019,34.0,52.0
5076,rv,Online,4/15/2019,35.0,52.0
1000,a,Online,4/14/2019,41.0,52.0
819,rv,Online,4/14/2019,44.0,53.0
1998,rv,Online,4/14/2019,44.0,51.0
914,rv,IVR/Online,4/14/2019,42.9,49.1
3000,rv,Online,4/14/2019,45.0,55.0
1108,a,Live Phone/Online,4/14/2019,39.0,60.0
1500,lv,IVR/Online,4/14/2019,50.0,49.0
1000,a,Online,4/13/2019,42.0,52.0
763,rv,Online,4/13/2019,43.0,54.0
2200,a,Online,4/13/2019,42.0,53.0
3000,rv,Online,4/13/2019,45.0,55.0
1000,a,Online,4/12/2019,40.0,52.0
765,rv,Online,4/12/2019,42.0,54.0
3000,rv,Online,4/12/2019,46.0,54.0
1000,a,Online,4/11/2019,39.0,52.0
755,rv,Online,4/11/2019,42.0,55.0
1500,lv,IVR/Online,4/11/2019,49.0,50.0
3003,rv,Online,4/11/2019,45.0,55.0
1000,a,Online,4/10/2019,41.0,51.0
780,rv,Online,4/10/2019,42.0,55.0
1500,lv,IVR/Online,4/10/2019,50.0,49.0
3002,rv,Online,4/10/2019,44.0,56.0
1000,a,Online,4/9/2019,41.0,52.0
732,rv,Online,4/9/2019,41.0,57.0
1500,lv,IVR/Online,4/9/2019,51.0,47.0
3001,rv,Online,4/9/2019,44.0,56.0
1500,a,Online,4/9/2019,39.0,51.0
1267,rv,Online,4/9/2019,43.0,55.0
2111,rv,Online,4/9/2019,40.3,56.8
2475,a,Online,4/9/2019,38.7,56.3
1012,a,Live Phone,4/9/2019,45.0,51.0
1000,a,Online,4/8/2019,43.0,51.0
757,rv,Online,4/8/2019,44.0,54.0
3000,rv,Online,4/8/2019,46.0,54.0
1500,lv,IVR/Online,4/8/2019,53.0,45.0
1976,rv,Online,4/8/2019,41.1,56.0
2317,a,Online,4/8/2019,39.3,55.7
1000,a,Online,4/7/2019,40.0,55.0
790,rv,Online,4/7/2019,43.0,55.0
1992,rv,Online,4/7/2019,40.0,56.0
3000,rv,Online,4/7/2019,47.0,53.0
2200,a,Online,4/7/2019,42.0,52.0
2200,a,Online,4/7/2019,44.0,51.0
1500,lv,IVR/Online,4/7/2019,51.0,47.0
1742,rv,Online,4/7/2019,42.7,54.5
2054,a,Online,4/7/2019,40.2,54.8
9716,a,Online,4/7/2019,46.0,52.0
1212,rv,Online,4/7/2019,39.0,58.0
1000,a,Online,4/6/2019,40.0,53.0
779,rv,Online,4/6/2019,44.0,54.0
3000,rv,Online,4/6/2019,47.0,53.0
1740,rv,Online,4/6/2019,42.9,54.6
2086,a,Online,4/6/2019,40.5,55.1
902,a,Live Phone,4/6/2019,41.0,52.0
1000,a,Online,4/5/2019,40.0,54.0
777,rv,Online,4/5/2019,42.0,55.0
1000,a,Online,4/5/2019,43.0,51.0
733,rv,Online,4/5/2019,44.0,53.0
3000,rv,Online,4/5/2019,45.0,55.0
1664,rv,Online,4/5/2019,44.1,53.4
2017,a,Online,4/5/2019,41.1,53.9
1500,lv,IVR/Online,4/4/2019,51.0,47.0
3007,rv,Online,4/4/2019,45.0,55.0
1000,lv,Live Phone,4/4/2019,43.0,52.0
1906,rv,Online,4/4/2019,44.2,52.8
2291,a,Online,4/4/2019,42.1,52.6
1000,a,Online,4/3/2019,43.0,50.0
767,rv,Online,4/3/2019,45.0,53.0
1000,a,Online,4/3/2019,44.0,50.0
753,rv,Online,4/3/2019,45.0,53.0
1500,lv,IVR/Online,4/3/2019,49.0,49.0
3005,rv,Online,4/3/2019,46.0,54.0
2260,rv,Online,4/3/2019,44.2,53.0
2716,a,Online,4/3/2019,42.1,53.0
1000,rv,Online,4/2/2019,46.0,54.0
1500,a,Online,4/2/2019,42.0,50.0
1227,rv,Online,4/2/2019,43.0,54.0
1500,lv,IVR/Online,4/2/2019,50.0,48.0
3005,rv,Online,4/2/2019,45.0,55.0
2201,a,Online,4/2/2019,42.0,52.0
2757,rv,Online,4/2/2019,44.8,52.5
3311,a,Online,4/2/2019,42.5,52.6
1000,a,Online,4/1/2019,42.0,50.0
708,rv,Online,4/1/2019,44.0,52.0
3007,rv,Online,4/1/2019,45.0,55.0
1945,rv,Online,4/1/2019,42.0,53.0
1500,lv,IVR/Online,4/1/2019,48.0,51.0
3314,rv,Online,4/1/2019,44.3,52.9
3962,a,Online,4/1/2019,42.0,53.1
1000,a,Online,3/31/2019,44.0,50.0
731,rv,Online,3/31/2019,46.0,52.0
1000,rv,Live Phone,3/31/2019,40.0,53.0
3000,rv,Online,3/31/2019,45.0,55.0
1500,lv,IVR/Online,3/31/2019,51.0,49.0
3553,rv,Online,3/31/2019,44.6,52.4
4278,a,Online,3/31/2019,41.9,52.6
1000,a,Online,3/30/2019,43.0,51.0
766,rv,Online,3/30/2019,44.0,53.0
3000,rv,Online,3/30/2019,45.0,55.0
3533,rv,Online,3/30/2019,45.4,51.5
4224,a,Online,3/30/2019,42.4,52.0
1000,a,Online,3/29/2019,39.0,53.0
772,rv,Online,3/29/2019,43.0,54.0
3008,rv,Online,3/29/2019,45.0,55.0
3685,rv,Online,3/29/2019,44.8,52.0
4372,a,Online,3/29/2019,42.4,52.3
7010,rv,Online,3/29/2019,46.0,54.0
1000,a,Online,3/28/2019,39.0,52.0
835,rv,Online,3/28/2019,44.0,53.0
846,rv,IVR/Online,3/28/2019,42.0,52.0
1500,lv,IVR/Online,3/28/2019,49.0,50.0
3006,rv,Online,3/28/2019,45.0,55.0
3486,rv,Online,3/28/2019,45.3,51.6
4146,a,Online,3/28/2019,42.7,52.2
1000,a,Online,3/27/2019,39.0,54.0
792,rv,Online,3/27/2019,42.0,56.0
1000,a,Online,3/27/2019,41.0,51.0
824,rv,Online,3/27/2019,45.0,52.0
1500,lv,IVR/Online,3/27/2019,50.0,49.0
938,a,Live Phone,3/27/2019,42.0,51.0
834,rv,Live Phone,3/27/2019,44.0,50.0
3005,rv,Online,3/27/2019,45.0,55.0
1000,a,Live Phone,3/27/2019,43.0,53.0
3933,rv,Online,3/27/2019,44.8,51.9
4632,a,Online,3/27/2019,42.4,52.2
2200,a,Online,3/26/2019,40.0,54.0
1003,a,Online,3/26/2019,43.0,54.0
1437,rv,Online,3/26/2019,45.0,55.0
1978,rv,Online,3/26/2019,42.0,55.0
1500,a,Online,3/26/2019,43.0,49.0
1249,rv,Online,3/26/2019,46.0,51.0
1500,lv,IVR/Online,3/26/2019,49.0,50.0
3001,rv,Online,3/26/2019,45.0,55.0
3934,rv,Online,3/26/2019,44.4,52.1
4601,a,Online,3/26/2019,42.3,52.2
1000,a,Online,3/25/2019,40.0,52.0
829,rv,Online,3/25/2019,43.0,54.0
3002,rv,Online,3/25/2019,46.0,54.0
1500,lv,IVR/Online,3/25/2019,47.0,52.0
1358,rv,Live Phone,3/25/2019,39.0,55.0
1503,a,Live Phone,3/25/2019,40.0,55.0
3621,rv,Online,3/25/2019,43.6,52.9
4242,a,Online,3/25/2019,41.6,52.9
1000,a,Online,3/24/2019,41.0,51.0
859,rv,Online,3/24/2019,43.0,54.0
1000,a,Online,3/24/2019,41.0,53.0
793,rv,Online,3/24/2019,44.0,53.0
1994,rv,Online,3/24/2019,41.0,55.0
3000,rv,Online,3/24/2019,45.0,55.0
2201,a,Online,3/24/2019,40.0,53.0
1500,lv,IVR/Online,3/24/2019,45.0,54.0
1000,lv,Online,3/24/2019,49.2,49.6
3315,rv,Online,3/24/2019,43.1,53.7
3852,a,Online,3/24/2019,41.1,53.9
3000,rv,Online,3/23/2019,45.0,55.0
3113,rv,Online,3/23/2019,42.0,54.5
3592,a,Online,3/23/2019,40.3,54.4
1000,a,Online,3/22/2019,39.0,53.0
851,rv,Online,3/22/2019,43.0,55.0
3002,rv,Online,3/22/2019,43.0,57.0
2812,rv,Online,3/22/2019,41.9,55.0
3244,a,Online,3/22/2019,40.1,54.7
7007,rv,Online,3/22/2019,45.0,55.0
1000,a,Online,3/21/2019,42.0,50.0
819,rv,Online,3/21/2019,44.0,53.0
1500,lv,IVR/Online,3/21/2019,45.0,53.0
3005,rv,Online,3/21/2019,44.0,56.0
800,a,Live Phone,3/21/2019,40.0,49.0
2632,rv,Online,3/21/2019,40.9,55.8
3045,a,Online,3/21/2019,39.1,55.8
1000,a,Online,3/21/2019,42.0,58.0
1000,a,Online,3/20/2019,43.0,50.0
832,rv,Online,3/20/2019,45.0,53.0
1500,lv,IVR/Online,3/20/2019,49.0,49.0
3005,rv,Online,3/20/2019,44.0,56.0
1100,a,Live Phone,3/20/2019,41.0,55.0
991,rv,Live Phone,3/20/2019,41.0,55.0
1002,rv,Live Phone,3/20/2019,46.0,51.0
2101,rv,Online,3/20/2019,40.6,56.4
2457,a,Online,3/20/2019,39.0,56.2
1000,a,Online,3/19/2019,42.0,53.0
857,rv,Online,3/19/2019,45.0,53.0
1003,rv,Online,3/19/2019,45.0,55.0
1500,lv,IVR/Online,3/19/2019,48.0,50.0
1500,a,Online,3/19/2019,39.0,53.0
1287,rv,Online,3/19/2019,42.0,56.0
3004,rv,Online,3/19/2019,45.0,55.0
1889,rv,Online,3/19/2019,40.5,56.9
2222,a,Online,3/19/2019,38.2,57.1
1000,a,Online,3/18/2019,41.0,53.0
819,rv,Online,3/18/2019,44.0,54.0
1153,rv,IVR/Online,3/18/2019,43.2,50.1
3002,rv,Online,3/18/2019,45.0,55.0
1500,lv,IVR/Online,3/18/2019,47.0,52.0
2201,a,Online,3/18/2019,41.0,54.0
1063,a,Live Phone/Online,3/18/2019,40.0,58.0
1211,a,Live Phone,3/18/2019,40.0,57.0
1929,rv,Online,3/18/2019,42.2,55.5
2261,a,Online,3/18/2019,40.7,55.0
1000,a,Online,3/17/2019,41.0,51.0
859,rv,Online,3/17/2019,44.0,53.0
1991,rv,Online,3/17/2019,41.0,54.0
2201,a,Online,3/17/2019,40.0,53.0
1003,a,Live Phone,3/17/2019,42.0,51.0
914,rv,Live Phone,3/17/2019,43.0,51.0
3000,rv,Online,3/17/2019,45.0,55.0
1500,lv,IVR/Online,3/17/2019,47.0,51.0
1000,rv,Live Phone,3/17/2019,47.8,48.7
4400,a,Online,3/17/2019,41.0,53.0
1872,rv,Online,3/17/2019,42.0,55.4
2196,a,Online,3/17/2019,40.9,54.1
1000,a,Online,3/16/2019,39.0,53.0
825,rv,Online,3/16/2019,44.0,54.0
3000,rv,Online,3/16/2019,46.0,54.0
1865,rv,Online,3/16/2019,41.5,56.3
2214,a,Online,3/16/2019,40.4,55.3
1000,a,Online,3/15/2019,43.0,49.0
868,rv,Online,3/15/2019,45.0,52.0
1000,a,Online,3/15/2019,38.0,55.0
816,rv,Online,3/15/2019,43.0,56.0
3001,rv,Online,3/15/2019,46.0,54.0
2201,a,Online,3/15/2019,42.0,53.0
1834,rv,Online,3/15/2019,43.3,54.6
2191,a,Online,3/15/2019,41.3,54.0
7003,rv,Online,3/15/2019,46.0,54.0
13206,a,Online,3/15/2019,42.0,53.0
661,rv,IVR,3/14/2019,42.0,54.0
1500,lv,IVR/Online,3/14/2019,48.0,51.0
3000,rv,Online,3/14/2019,47.0,53.0
1830,rv,Online,3/14/2019,42.6,55.3
2182,a,Online,3/14/2019,41.1,54.2
6600,a,Online,3/14/2019,41.0,54.0
1000,a,Online,3/13/2019,42.0,51.0
878,rv,Online,3/13/2019,46.0,53.0
1000,a,Online,3/13/2019,42.0,51.0
801,rv,Online,3/13/2019,45.0,52.0
1500,lv,IVR/Online,3/13/2019,49.0,50.0
3001,rv,Online,3/13/2019,46.0,54.0
1846,rv,Online,3/13/2019,42.3,55.3
2191,a,Online,3/13/2019,40.7,54.4
1500,lv,IVR/Online,3/12/2019,47.0,52.0
1500,a,Online,3/12/2019,42.0,50.0
1279,rv,Online,3/12/2019,45.0,53.0
3002,rv,Online,3/12/2019,46.0,54.0
1858,rv,Online,3/12/2019,43.2,54.3
2207,a,Online,3/12/2019,41.4,53.8
1000,a,Online,3/11/2019,41.0,52.0
855,rv,Online,3/11/2019,43.0,55.0
3002,rv,Online,3/11/2019,45.0,55.0
1500,lv,IVR/Online,3/11/2019,47.0,51.0
1860,rv,Online,3/11/2019,44.8,52.5
2205,a,Online,3/11/2019,42.1,52.9
1000,a,Online,3/10/2019,41.0,52.0
813,rv,Online,3/10/2019,44.0,54.0
1994,rv,Online,3/10/2019,41.0,54.0
2200,a,Online,3/10/2019,40.0,55.0
3000,rv,Online,3/10/2019,46.0,54.0
2201,a,Online,3/10/2019,40.0,56.0
1500,lv,IVR/Online,3/10/2019,49.0,50.0
1943,rv,Online,3/10/2019,43.7,53.8
2278,a,Online,3/10/2019,41.3,54.0
10046,a,Online,3/10/2019,47.0,51.0
1039,a,Live Phone,3/10/2019,39.0,57.0
1000,a,Online,3/9/2019,41.0,51.0
856,rv,Online,3/9/2019,45.0,53.0
3000,rv,Online,3/9/2019,46.0,54.0
1936,rv,Online,3/9/2019,43.9,53.7
2274,a,Online,3/9/2019,41.3,53.4
1000,a,Online,3/8/2019,40.0,52.0
804,rv,Online,3/8/2019,43.0,56.0
1952,a,Online,3/8/2019,41.0,54.0
3004,rv,Online,3/8/2019,46.0,54.0
1968,rv,Online,3/8/2019,42.5,55.2
2302,a,Online,3/8/2019,40.2,54.9
1000,a,Online,3/7/2019,42.0,50.0
819,rv,Online,3/7/2019,46.0,52.0
1500,lv,IVR/Online,3/7/2019,50.0,49.0
3004,rv,Online,3/7/2019,46.0,54.0
2168,rv,Online,3/7/2019,44.1,53.4
2539,a,Online,3/7/2019,40.8,54.0
1001,rv,Online,3/6/2019,45.0,55.0
1000,a,Online,3/6/2019,43.0,50.0
847,rv,Online,3/6/2019,45.0,53.0
1500,lv,IVR/Online,3/6/2019,50.0,49.0
3005,rv,Online,3/6/2019,45.0,55.0
2608,rv,Online,3/6/2019,43.2,54.3
3078,a,Online,3/6/2019,39.8,55.3
1000,a,Online,3/5/2019,39.0,51.0
840,rv,Online,3/5/2019,44.0,55.0
4400,a,Online,3/5/2019,42.0,55.0
1500,a,Online,3/5/2019,43.0,48.0
1304,rv,Online,3/5/2019,45.0,53.0
1500,lv,IVR/Online,3/5/2019,48.0,51.0
3006,rv,Online,3/5/2019,45.0,55.0
2731,rv,Online,3/5/2019,42.5,55.0
3268,a,Online,3/5/2019,39.3,55.9
2200,a,Online,3/4/2019,41.0,55.0
1000,a,Online,3/4/2019,42.0,51.0
864,rv,Online,3/4/2019,44.0,54.0
3007,rv,Online,3/4/2019,45.0,55.0
1120,rv,Live Phone,3/4/2019,38.0,55.0
802,a,Live Phone,3/4/2019,44.0,51.0
746,rv,Live Phone,3/4/2019,44.0,52.0
1001,rv,Online,3/4/2019,39.0,58.0
1500,lv,IVR/Online,3/4/2019,48.0,51.0
2850,rv,Online,3/4/2019,41.8,55.7
3430,a,Online,3/4/2019,39.0,56.4
1000,a,Online,3/3/2019,40.0,53.0
820,rv,Online,3/3/2019,41.0,57.0
1993,rv,Online,3/3/2019,41.0,54.0
3000,rv,Online,3/3/2019,45.0,55.0
1500,lv,IVR/Online,3/3/2019,47.0,51.0
2976,rv,Online,3/3/2019,42.4,54.9
3597,a,Online,3/3/2019,39.8,55.6
2000,rv,Online,3/3/2019,42.0,58.0
1000,a,Online,3/2/2019,41.0,55.0
856,rv,Online,3/2/2019,44.0,55.0
2200,a,Online,3/2/2019,41.0,53.0
3000,rv,Online,3/2/2019,46.0,54.0
3114,rv,Online,3/2/2019,42.4,54.8
3791,a,Online,3/2/2019,40.1,55.6
907,a,Live Phone,3/2/2019,41.0,53.0
1000,a,Online,3/1/2019,42.0,51.0
872,rv,Online,3/1/2019,42.0,55.0
1000,rv,Live Phone,3/1/2019,41.0,51.0
3006,rv,Online,3/1/2019,45.0,55.0
3224,rv,Online,3/1/2019,42.1,55.1
3957,a,Online,3/1/2019,40.1,55.3
7010,rv,Online,3/1/2019,45.0,55.0
1000,a,Online,2/28/2019,40.0,53.0
866,rv,Online,2/28/2019,44.0,54.0
1500,lv,IVR/Online,2/28/2019,49.0,49.0
2201,a,Online,2/28/2019,41.0,53.0
3006,rv,Online,2/28/2019,47.0,53.0
3173,rv,Online,2/28/2019,42.1,55.0
3926,a,Online,2/28/2019,40.2,55.3
1932,a,Live Phone,2/28/2019,43.0,54.0
1000,a,Online,2/27/2019,41.0,52.0
868,rv,Online,2/27/2019,44.0,53.0
1500,lv,IVR/Online,2/27/2019,49.0,50.0
3003,rv,Online,2/27/2019,45.0,55.0
900,a,Live Phone,2/27/2019,46.0,52.0
2860,rv,Online,2/27/2019,42.5,54.7
3549,a,Online,2/27/2019,40.8,54.6
1000,a,Online,2/26/2019,43.0,52.0
886,rv,Online,2/26/2019,45.0,53.0
1500,lv,IVR/Online,2/26/2019,49.0,49.0
1500,a,Online,2/26/2019,40.0,51.0
1328,rv,Online,2/26/2019,43.0,53.0
3004,rv,Online,2/26/2019,45.0,55.0
2862,rv,Online,2/26/2019,41.9,55.3
3514,a,Online,2/26/2019,40.5,54.9
1000,a,Online,2/25/2019,41.0,53.0
865,rv,Online,2/25/2019,44.0,56.0
3003,rv,Online,2/25/2019,44.0,56.0
1500,lv,IVR/Online,2/25/2019,49.0,50.0
2868,rv,Online,2/25/2019,42.1,54.9
3534,a,Online,2/25/2019,40.6,54.6
1000,a,Online,2/25/2019,39.8,57.8
1000,a,Online,2/24/2019,43.0,51.0
821,rv,Online,2/24/2019,46.0,53.0
1994,rv,Online,2/24/2019,42.0,54.0
3000,rv,Online,2/24/2019,45.0,55.0
2203,a,Online,2/24/2019,42.0,53.0
2201,a,Online,2/24/2019,42.0,54.0
1500,lv,IVR/Online,2/24/2019,49.0,49.0
2848,rv,Online,2/24/2019,41.9,55.5
3540,a,Online,2/24/2019,40.3,55.2
1440,a,Live Phone,2/24/2019,38.0,56.0
1000,a,Online,2/23/2019,42.0,53.0
806,rv,Online,2/23/2019,44.0,53.0
1000,rv,Online,2/23/2019,43.0,51.0
3000,rv,Online,2/23/2019,46.0,54.0
2827,rv,Online,2/23/2019,42.6,54.8
3487,a,Online,2/23/2019,40.8,54.8
1000,a,Online,2/22/2019,42.0,50.0
797,rv,Online,2/22/2019,45.0,53.0
1000,a,Online,2/22/2019,39.0,54.0
870,rv,Online,2/22/2019,45.0,54.0
3005,rv,Online,2/22/2019,47.0,53.0
2837,rv,Online,2/22/2019,42.5,54.8
3484,a,Online,2/22/2019,40.5,55.1
7010,rv,Online,2/22/2019,45.0,55.0
1000,a,Online,2/21/2019,42.0,53.0
782,rv,Online,2/21/2019,44.0,53.0
1500,lv,IVR/Online,2/21/2019,49.0,49.0
2202,a,Online,2/21/2019,41.0,53.0
3007,rv,Online,2/21/2019,44.0,56.0
2873,rv,Online,2/21/2019,41.8,55.5
3494,a,Online,2/21/2019,40.4,55.5
4404,a,Online,2/21/2019,40.0,54.0
1792,rv,Online,2/20/2019,45.0,55.0
1500,lv,IVR/Online,2/20/2019,49.0,50.0
3006,rv,Online,2/20/2019,44.0,56.0
1100,a,Live Phone,2/20/2019,44.0,53.0
998,rv,Live Phone,2/20/2019,44.0,53.0
800,rv,,2/20/2019,45.0,52.0
2891,rv,Online,2/20/2019,42.3,54.9
3512,a,Online,2/20/2019,40.7,55.3
1000,a,Online,2/19/2019,43.0,51.0
868,rv,Online,2/19/2019,44.0,54.0
1500,lv,IVR/Online,2/19/2019,49.0,51.0
1500,a,Online,2/19/2019,44.0,48.0
1318,rv,Online,2/19/2019,45.0,52.0
3005,rv,Online,2/19/2019,43.0,57.0
1914,rv,Online,2/19/2019,42.0,53.0
2738,rv,Online,2/19/2019,43.1,53.9
3320,a,Online,2/19/2019,41.4,54.5
1000,a,Online,2/18/2019,41.0,53.0
838,rv,Online,2/18/2019,44.0,54.0
1001,rv,Online,2/18/2019,45.0,55.0
3002,rv,Online,2/18/2019,44.0,56.0
1500,lv,IVR/Online,2/18/2019,49.0,50.0
2201,a,Online,2/18/2019,41.0,52.0
2631,rv,Online,2/18/2019,43.3,53.8
3156,a,Online,2/18/2019,41.5,54.4
1000,a,Online,2/17/2019,41.0,55.0
875,rv,Online,2/17/2019,44.0,55.0
3000,rv,Online,2/17/2019,44.0,56.0
1744,lv,Online,2/17/2019,44.0,53.0
2202,a,Online,2/17/2019,40.0,55.0
1500,lv,IVR/Online,2/17/2019,50.0,49.0
2488,rv,Online,2/17/2019,43.3,53.6
2952,a,Online,2/17/2019,41.4,54.3
1000,a,Online,2/16/2019,44.0,50.0
808,rv,Online,2/16/2019,44.0,54.0
1000,rv,IVR/Online,2/16/2019,42.8,51.1
3000,rv,Online,2/16/2019,43.0,57.0
2329,rv,Online,2/16/2019,42.8,54.2
2759,a,Online,2/16/2019,41.1,54.7
1000,a,Online,2/15/2019,43.0,51.0
897,rv,Online,2/15/2019,43.0,56.0
3006,rv,Online,2/15/2019,44.0,56.0
2208,rv,Online,2/15/2019,43.0,54.4
2611,a,Online,2/15/2019,41.3,54.7
7010,rv,Online,2/15/2019,45.0,55.0
1000,a,Online,2/14/2019,42.0,50.0
855,rv,Online,2/14/2019,44.0,54.0
1500,lv,IVR/Online,2/14/2019,50.0,49.0
3006,rv,Online,2/14/2019,45.0,55.0
2022,rv,Online,2/14/2019,43.2,54.2
2382,a,Online,2/14/2019,41.1,54.9
1000,a,Online,2/13/2019,43.0,51.0
870,rv,Online,2/13/2019,47.0,52.0
1500,lv,IVR/Online,2/13/2019,50.0,49.0
3005,rv,Online,2/13/2019,46.0,54.0
1898,rv,Online,2/13/2019,41.9,55.9
2218,a,Online,2/13/2019,39.9,56.3
1000,a,Online,2/12/2019,41.0,51.0
762,rv,Online,2/12/2019,44.0,53.0
1500,lv,IVR/Online,2/12/2019,50.0,49.0
1500,a,Online,2/12/2019,40.0,52.0
1283,rv,Online,2/12/2019,41.0,57.0
1004,rv,Live Phone,2/12/2019,46.0,52.0
3004,rv,Online,2/12/2019,46.0,54.0
1757,rv,Online,2/12/2019,40.9,57.0
2065,a,Online,2/12/2019,39.0,57.6
1000,a,Online,2/11/2019,40.0,54.0
874,rv,Online,2/11/2019,42.0,55.0
3004,rv,Online,2/11/2019,44.0,56.0
